j ratio accept a b
0 3845.42409715 True 0.33789609620175975 0.48588914196927224
1 80056.0392097 True 0.358407102524633 0.5410010554583404
2 1394.84106147 True 0.3855142384633826 0.5313175246294165
3 3.04760471712 True 0.44012551933355143 0.42031864430938487
4 172.56656813 True 0.4243967033406157 0.498637260354119
5 9.57714225114 True 0.42952193451648774 0.5189929339342458
6 0.100152310759 False 0.42952193451648774 0.5189929339342458
7 0.0113545433755 False 0.42952193451648774 0.5189929339342458
8 0.300973417325 False 0.42952193451648774 0.5189929339342458
9 739.979677108 True 0.4684633509342215 0.5677275987389077
10 1.69008039932e-05 False 0.4684633509342215 0.5677275987389077
11 0.00016231335023 False 0.4684633509342215 0.5677275987389077
12 0.00143720838157 False 0.4684633509342215 0.5677275987389077
13 2.27991314732 True 0.5076067845965347 0.5595145389661564
14 0.245410333253 False 0.5076067845965347 0.5595145389661564
15 0.0208090172846 False 0.5076067845965347 0.5595145389661564
16 5.93240063721e-08 False 0.5076067845965347 0.5595145389661564
17 0.197730674157 True 0.46129813802635405 0.5591030772264404
18 0.00504379827411 False 0.46129813802635405 0.5591030772264404
19 0.676271683675 False 0.46129813802635405 0.5591030772264404
20 0.279810795612 False 0.46129813802635405 0.5591030772264404
21 2.45090824333 True 0.4682412711429123 0.5727275029324144
22 2.82176065948 True 0.4958591661446437 0.6282145024491993
23 0.0269909583596 False 0.4958591661446437 0.6282145024491993
24 0.0264624659017 False 0.4958591661446437 0.6282145024491993
25 0.0302780081956 False 0.4958591661446437 0.6282145024491993
26 1.20252855028 True 0.4894173595787677 0.599361313572419
27 0.583044643425 True 0.47679957358250513 0.5830657062252314
28 8.53182758147e-05 False 0.47679957358250513 0.5830657062252314
29 0.00024698792681 False 0.47679957358250513 0.5830657062252314
30 0.318032263844 True 0.4667774582107244 0.5589050232433412
31 2.70031409818 True 0.486126217236661 0.5580370796895356
32 0.0903690089094 True 0.5280515289178408 0.5107488297450827
33 0.00152576191104 False 0.5280515289178408 0.5107488297450827
34 0.011085771489 False 0.5280515289178408 0.5107488297450827
35 15.2852822971 True 0.5083654277223673 0.5659783926172669
36 0.0943446851004 False 0.5083654277223673 0.5659783926172669
37 0.208881136511 False 0.5083654277223673 0.5659783926172669
38 0.685933530505 True 0.5238458690877285 0.6068260994772213
39 0.51866669974 True 0.4662064065885161 0.5711219492420369
40 1.13397470616 True 0.4630124202538413 0.594962412292822
41 0.0103906738978 False 0.4630124202538413 0.594962412292822
42 1.74066859627 True 0.5196047396626888 0.6230032854266963
43 0.908844044878 True 0.4691328456445238 0.6122047477062056
44 0.00127937162281 False 0.4691328456445238 0.6122047477062056
45 1.2039807539 True 0.5172008017937336 0.5656747679822247
46 1.54517235407e-08 False 0.5172008017937336 0.5656747679822247
47 0.333520554815 False 0.5172008017937336 0.5656747679822247
48 0.361716782565 False 0.5172008017937336 0.5656747679822247
49 0.0495655781478 False 0.5172008017937336 0.5656747679822247
50 1.65153981072 True 0.483943195220847 0.6056468017713188
51 0.112814607096 True 0.4984794491810603 0.5130058497660165
52 2.35602887667 True 0.46010465316114296 0.609542556688732
53 0.858495822858 True 0.5245657928831229 0.6458602635607474
54 0.00192471266862 False 0.5245657928831229 0.6458602635607474
55 0.000334484260074 False 0.5245657928831229 0.6458602635607474
56 1.94126039884e-06 False 0.5245657928831229 0.6458602635607474
57 0.000314685934162 False 0.5245657928831229 0.6458602635607474
58 0.308682733315 False 0.5245657928831229 0.6458602635607474
59 0.0189062847462 False 0.5245657928831229 0.6458602635607474
60 2.47114909197e-11 False 0.5245657928831229 0.6458602635607474
61 0.019980161683 False 0.5245657928831229 0.6458602635607474
62 0.000205039601229 False 0.5245657928831229 0.6458602635607474
63 3.50305697408 True 0.5052123561061889 0.5642734322916966
64 0.477586984705 False 0.5052123561061889 0.5642734322916966
65 3.99208471156e-05 False 0.5052123561061889 0.5642734322916966
66 0.284155999187 True 0.46844099724921984 0.5573528315877679
67 0.112413132992 False 0.46844099724921984 0.5573528315877679
68 2.55512498598 True 0.4866227039187028 0.5581081803846925
69 1.48040589858 True 0.48004172528424605 0.6120015432354755
70 0.0125288982296 False 0.48004172528424605 0.6120015432354755
71 0.00452605049988 False 0.48004172528424605 0.6120015432354755
72 0.0881465534147 False 0.48004172528424605 0.6120015432354755
73 0.9723243017 True 0.47967510241957034 0.6143767698900054
74 0.0012885899268 False 0.47967510241957034 0.6143767698900054
75 0.268532114943 False 0.47967510241957034 0.6143767698900054
76 0.00152194425937 False 0.47967510241957034 0.6143767698900054
77 0.546545350115 True 0.4936146230359327 0.6556664627919625
78 0.406700224589 True 0.4774408018096956 0.6715583775825974
79 2.85179684138e-05 False 0.4774408018096956 0.6715583775825974
80 0.525917838955 True 0.5335103403607274 0.6503091543343997
81 1.33903588368 True 0.534407250126379 0.6394661308361934
82 2.01540916199e-06 False 0.534407250126379 0.6394661308361934
83 0.351901119176 True 0.5384396593911843 0.6575554137015354
84 0.00213142753654 False 0.5384396593911843 0.6575554137015354
85 9.25287063493 True 0.5255859666927933 0.6176572356598787
86 0.000141604180483 False 0.5255859666927933 0.6176572356598787
87 0.00321481519245 False 0.5255859666927933 0.6176572356598787
88 1.84421273778 True 0.5173428596934556 0.6010874773865362
89 0.000462543377209 False 0.5173428596934556 0.6010874773865362
90 0.119238229967 False 0.5173428596934556 0.6010874773865362
91 1.057414 True 0.5158871403413527 0.6026641859192355
92 0.402820552871 False 0.5158871403413527 0.6026641859192355
93 0.106099669803 True 0.5147401574481345 0.5107419185544506
94 0.0432077137509 False 0.5147401574481345 0.5107419185544506
95 6.04221176933 True 0.524729771747863 0.601116009313261
96 0.00518981046764 False 0.524729771747863 0.601116009313261
97 0.112144411107 False 0.524729771747863 0.601116009313261
98 2.21035520237 True 0.49597916275647674 0.5891450194698435
99 0.00920991418576 False 0.49597916275647674 0.5891450194698435
100 0.751872360779 True 0.5146882550955486 0.5959771777165024
101 0.000777608080981 False 0.5146882550955486 0.5959771777165024
102 7.01835455179e-07 False 0.5146882550955486 0.5959771777165024
103 0.00241552471786 False 0.5146882550955486 0.5959771777165024
104 0.68788957283 False 0.5146882550955486 0.5959771777165024
105 5.57479220311e-12 False 0.5146882550955486 0.5959771777165024
106 6.44869708612e-07 False 0.5146882550955486 0.5959771777165024
107 0.068257626631 False 0.5146882550955486 0.5959771777165024
108 0.445971692501 False 0.5146882550955486 0.5959771777165024
109 0.741972305275 False 0.5146882550955486 0.5959771777165024
110 0.313231153563 True 0.46873064542492887 0.5634590306459812
111 0.865897368856 True 0.5340849332102318 0.5688407276145554
112 0.217347921549 False 0.5340849332102318 0.5688407276145554
113 2.51877177741 True 0.5205887309501733 0.5749709542520566
114 0.424792081579 True 0.47249415848920007 0.5528159316168269
115 0.000127017150574 False 0.47249415848920007 0.5528159316168269
116 0.734049222927 True 0.461774931466817 0.6464742521613811
117 1.9451770391e-05 False 0.461774931466817 0.6464742521613811
118 0.00233573020208 False 0.461774931466817 0.6464742521613811
119 2.16699284003 True 0.5285708012928669 0.5816103679772163
120 0.407084294929 False 0.5285708012928669 0.5816103679772163
121 2.37816258473 True 0.5119078034669998 0.5932208760488381
122 0.0057455127874 False 0.5119078034669998 0.5932208760488381
123 0.000690179802838 False 0.5119078034669998 0.5932208760488381
124 0.206933448203 False 0.5119078034669998 0.5932208760488381
125 0.209138833709 False 0.5119078034669998 0.5932208760488381
126 0.00814689958373 False 0.5119078034669998 0.5932208760488381
127 2.20275733074e-09 False 0.5119078034669998 0.5932208760488381
128 0.000287847427378 False 0.5119078034669998 0.5932208760488381
129 0.222553142556 False 0.5119078034669998 0.5932208760488381
130 0.0156504044392 False 0.5119078034669998 0.5932208760488381
131 0.0108675619234 False 0.5119078034669998 0.5932208760488381
132 0.816318080736 False 0.5119078034669998 0.5932208760488381
133 4.93577325926e-05 False 0.5119078034669998 0.5932208760488381
134 0.0449623565568 False 0.5119078034669998 0.5932208760488381
135 0.503048452631 True 0.4820588241707682 0.5577038754236906
136 0.000403961259502 False 0.4820588241707682 0.5577038754236906
137 1.20460315477e-05 False 0.4820588241707682 0.5577038754236906
138 1.5317577985 True 0.5094062085913461 0.5644823735299549
139 0.0664312512272 True 0.5504876623138606 0.5677499457734274
140 0.000696164642083 False 0.5504876623138606 0.5677499457734274
141 4.98691216986 True 0.5328851592298417 0.6180325976261288
142 0.0017143401851 False 0.5328851592298417 0.6180325976261288
143 0.186187467477 False 0.5328851592298417 0.6180325976261288
144 2.4750378115 True 0.5102447407993354 0.5566939515098194
145 0.629625921945 True 0.4881212249070034 0.659358770899388
146 7.90984164504e-09 False 0.4881212249070034 0.659358770899388
147 0.342666427836 False 0.4881212249070034 0.659358770899388
148 0.012010562677 False 0.4881212249070034 0.659358770899388
149 8.24189581296e-05 False 0.4881212249070034 0.659358770899388
150 0.955050267792 True 0.46981185491821986 0.6396781093494959
151 0.00161957851593 False 0.46981185491821986 0.6396781093494959
152 0.00979585317716 False 0.46981185491821986 0.6396781093494959
153 1.94842937712 True 0.5036695693602156 0.6374321954958105
154 0.987204897377 True 0.5138260899637057 0.624029959484524
155 1.26709004237 True 0.5139589323147 0.6016514942529224
156 0.00145854761168 False 0.5139589323147 0.6016514942529224
157 0.00115563219384 False 0.5139589323147 0.6016514942529224
158 5.13418399073e-06 False 0.5139589323147 0.6016514942529224
159 0.270017723014 False 0.5139589323147 0.6016514942529224
160 1.09664784223 True 0.4957640641816783 0.6258915499918836
161 0.00245322778371 False 0.4957640641816783 0.6258915499918836
162 0.0593733140389 False 0.4957640641816783 0.6258915499918836
163 0.00178524379824 False 0.4957640641816783 0.6258915499918836
164 1.20140540194 True 0.5012281868320413 0.606174951991499
165 1.0207237275e-06 False 0.5012281868320413 0.606174951991499
166 0.0569025188774 False 0.5012281868320413 0.606174951991499
167 0.93074327907 True 0.49127376621440516 0.6151013585087128
168 0.00205016496653 False 0.49127376621440516 0.6151013585087128
169 0.018865588987 False 0.49127376621440516 0.6151013585087128
170 0.588247318876 False 0.49127376621440516 0.6151013585087128
171 0.147370660953 False 0.49127376621440516 0.6151013585087128
172 0.00874369310405 False 0.49127376621440516 0.6151013585087128
173 0.0058421321267 False 0.49127376621440516 0.6151013585087128
174 0.100701997756 False 0.49127376621440516 0.6151013585087128
175 0.663885787261 True 0.5147296496206127 0.6199744688848429
176 0.60534480751 True 0.5063378657926885 0.6516100687409714
177 0.285361817007 False 0.5063378657926885 0.6516100687409714
178 0.336126766228 False 0.5063378657926885 0.6516100687409714
179 0.285896599121 False 0.5063378657926885 0.6516100687409714
